Compound,Date,Negative,Neutral,News_Cast,Positive,Tweets Ago
0.8225,2018-06-06 17:41:25+00:00,0.602,0.0,@Fox,0.398,340
-0.1786,2018-06-06 15:13:27+00:00,0.918,0.082,@Fox,0.0,341
0.5574,2018-06-06 14:16:06+00:00,0.66,0.0,@Fox,0.34,342
0.0,2018-06-06 13:25:15+00:00,1.0,0.0,@Fox,0.0,343
0.1779,2018-06-06 09:05:55+00:00,0.761,0.107,@Fox,0.131,344
0.802,2018-06-05 19:13:37+00:00,0.563,0.099,@Fox,0.338,345
-0.1027,2018-06-05 19:11:52+00:00,0.66,0.194,@Fox,0.146,346
0.8176,2018-06-05 17:31:12+00:00,0.702,0.0,@Fox,0.298,347
0.807,2018-06-05 16:52:51+00:00,0.767,0.0,@Fox,0.233,348
0.6486,2018-06-05 16:38:58+00:00,0.83,0.0,@Fox,0.17,349
0.1531,2018-06-05 16:37:53+00:00,0.629,0.175,@Fox,0.195,350
0.4199,2018-06-05 09:21:52+00:00,0.589,0.0,@Fox,0.411,351
-0.1027,2018-06-05 08:30:23+00:00,0.799,0.108,@Fox,0.094,352
0.5413,2018-06-04 19:54:12+00:00,0.845,0.0,@Fox,0.155,353
0.296,2018-06-04 19:40:53+00:00,0.885,0.0,@Fox,0.115,354
0.3612,2018-06-04 19:29:51+00:00,0.872,0.0,@Fox,0.128,355
0.3182,2018-06-04 16:38:18+00:00,0.669,0.141,@Fox,0.19,356
0.508,2018-06-03 13:35:22+00:00,0.853,0.0,@Fox,0.147,357
0.4019,2018-06-03 13:27:20+00:00,0.891,0.0,@Fox,0.109,358
0.7184,2018-06-03 12:45:30+00:00,0.769,0.0,@Fox,0.231,359
-0.0276,2018-06-03 12:37:49+00:00,0.718,0.144,@Fox,0.139,360
0.6369,2018-06-03 12:30:49+00:00,0.833,0.0,@Fox,0.167,361
0.0,2018-06-03 10:40:49+00:00,1.0,0.0,@Fox,0.0,362
-0.2732,2018-06-03 10:08:05+00:00,0.823,0.113,@Fox,0.065,363
0.3612,2018-06-03 07:30:16+00:00,0.865,0.0,@Fox,0.135,364
0.0772,2018-06-02 09:04:02+00:00,0.942,0.0,@Fox,0.058,365
0.0,2018-06-02 09:02:54+00:00,1.0,0.0,@Fox,0.0,366
0.5023,2018-06-02 08:25:55+00:00,0.847,0.0,@Fox,0.153,367
0.0,2018-06-02 08:16:54+00:00,1.0,0.0,@Fox,0.0,368
0.0,2018-06-02 08:12:30+00:00,1.0,0.0,@Fox,0.0,369
0.6817,2018-06-02 07:57:38+00:00,0.603,0.0,@Fox,0.397,370
0.4201,2018-06-02 06:40:51+00:00,0.843,0.0,@Fox,0.157,371
0.0258,2018-06-02 06:33:43+00:00,0.731,0.155,@Fox,0.114,372
0.1139,2018-06-02 06:19:12+00:00,0.9,0.0,@Fox,0.1,373
0.5574,2018-06-02 06:05:34+00:00,0.816,0.0,@Fox,0.184,374
0.8513,2018-06-01 08:58:09+00:00,0.611,0.061,@Fox,0.328,375
0.8442,2018-05-31 15:51:08+00:00,0.637,0.0,@Fox,0.363,376
0.3612,2018-05-31 14:23:46+00:00,0.894,0.0,@Fox,0.106,377
0.4199,2018-05-31 12:46:11+00:00,0.859,0.0,@Fox,0.141,378
-0.1027,2018-05-31 10:49:36+00:00,0.935,0.065,@Fox,0.0,379
0.891,2018-05-31 10:27:28+00:00,0.642,0.0,@Fox,0.358,380
0.4767,2018-05-31 10:24:42+00:00,0.819,0.0,@Fox,0.181,381
0.0,2018-05-31 10:02:32+00:00,1.0,0.0,@Fox,0.0,382
0.0,2018-05-31 09:52:36+00:00,1.0,0.0,@Fox,0.0,383
0.1531,2018-05-31 09:51:46+00:00,0.766,0.105,@Fox,0.129,384
0.6369,2018-05-31 09:16:40+00:00,0.574,0.0,@Fox,0.426,385
0.4588,2018-05-31 09:15:56+00:00,0.833,0.0,@Fox,0.167,386
0.7269,2018-05-31 09:10:49+00:00,0.711,0.0,@Fox,0.289,387
0.0,2018-05-31 08:52:35+00:00,1.0,0.0,@Fox,0.0,388
0.0,2018-05-31 07:26:56+00:00,1.0,0.0,@Fox,0.0,389
0.7777,2018-05-30 12:39:27+00:00,0.57,0.0,@Fox,0.43,390
0.5093,2018-05-30 12:35:27+00:00,0.87,0.0,@Fox,0.13,391
-0.5848,2018-05-30 12:34:28+00:00,0.798,0.202,@Fox,0.0,392
0.2716,2018-05-30 12:32:08+00:00,0.87,0.0,@Fox,0.13,393
0.0,2018-05-30 12:25:58+00:00,1.0,0.0,@Fox,0.0,394
0.743,2018-05-30 12:22:42+00:00,0.76,0.0,@Fox,0.24,395
0.0,2018-05-30 02:42:33+00:00,1.0,0.0,@Fox,0.0,396
0.0,2018-05-30 02:42:05+00:00,1.0,0.0,@Fox,0.0,397
0.0,2018-05-29 11:20:52+00:00,1.0,0.0,@Fox,0.0,398
0.4926,2018-05-29 07:33:39+00:00,0.842,0.0,@Fox,0.158,399
0.7712,2018-05-29 03:23:52+00:00,0.374,0.0,@Fox,0.626,400
0.6705,2018-05-31 01:29:17+00:00,0.476,0.0,@New York Times,0.524,401
0.7824,2018-05-31 01:28:17+00:00,0.623,0.0,@New York Times,0.377,402
0.743,2018-05-31 01:27:16+00:00,0.717,0.0,@New York Times,0.283,403
0.5719,2018-05-31 01:26:16+00:00,0.802,0.0,@New York Times,0.198,404
-0.34,2018-05-31 01:25:15+00:00,0.556,0.278,@New York Times,0.167,405
0.0,2018-05-24 01:25:34+00:00,1.0,0.0,@New York Times,0.0,406
0.0,2018-05-24 00:50:22+00:00,1.0,0.0,@New York Times,0.0,407
0.0,2018-05-24 00:03:51+00:00,1.0,0.0,@New York Times,0.0,408
0.0,2018-05-24 00:03:50+00:00,1.0,0.0,@New York Times,0.0,409
0.0,2018-05-23 23:59:39+00:00,1.0,0.0,@New York Times,0.0,410
0.0,2018-05-23 23:56:56+00:00,1.0,0.0,@New York Times,0.0,411
0.5399,2018-05-22 00:10:40+00:00,0.633,0.0,@New York Times,0.367,412
